"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/02/2020","AQS","090010010","1","1.3","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/03/2020","AQS","090010010","1","0.6","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/04/2020","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/05/2020","AQS","090010010","1","0.2","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/06/2020","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/07/2020","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","18","75.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/08/2020","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/09/2020","AQS","090010010","1","0.5","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/10/2020","AQS","090010010","1","1.2","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/11/2020","AQS","090010010","1","1.5","ppb","1","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/12/2020","AQS","090010010","1","0.7","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/13/2020","AQS","090010010","1","0.3","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
"01/14/2020","AQS","090010010","1","0.4","ppb","0","Roosevelt School-Bridgeport","23","96.0000","42401","Sulfur dioxide","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.170833000935","-73.194722"
