"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","051190007","2","1.4","ppb","1","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/02/2020","AQS","051190007","2","0.9","ppb","0","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/03/2020","AQS","051190007","2","0.6","ppb","0","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/04/2020","AQS","051190007","2","0.8","ppb","0","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/05/2020","AQS","051190007","2","1.8","ppb","1","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/06/2020","AQS","051190007","2","1.7","ppb","1","PARR","23","96.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/07/2020","AQS","051190007","2","1","ppb","1","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/08/2020","AQS","051190007","2","2.2","ppb","3","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/09/2020","AQS","051190007","2","2","ppb","3","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/10/2020","AQS","051190007","2","0.7","ppb","0","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/11/2020","AQS","051190007","2","0.6","ppb","0","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/12/2020","AQS","051190007","2","0.6","ppb","0","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/13/2020","AQS","051190007","2","1.4","ppb","1","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/14/2020","AQS","051190007","2","1.6","ppb","1","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/15/2020","AQS","051190007","2","4.6","ppb","6","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/16/2020","AQS","051190007","2","1.2","ppb","1","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
"01/17/2020","AQS","051190007","2","1.2","ppb","1","PARR","24","100.0000","42401","Sulfur dioxide","30780","Little Rock-North Little Rock-Conway, AR","05","Arkansas","119","Pulaski","34.7561888042723","-92.2812958643647"
