"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","470090011","3","6.4","ug/m3 LC","27","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/02/2020","AQS","470090011","3","6","ug/m3 LC","25","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/03/2020","AQS","470090011","3","3.3","ug/m3 LC","14","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/04/2020","AQS","470090011","3","3","ug/m3 LC","13","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/05/2020","AQS","470090011","3","3.9","ug/m3 LC","16","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/06/2020","AirNow","470090011","3","2.4","ug/m3 LC","10","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/11/2020","AQS","470090011","3","3.3","ug/m3 LC","14","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/12/2020","AQS","470090011","3","2.9","ug/m3 LC","12","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/13/2020","AQS","470090011","3","6.3","ug/m3 LC","26","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/14/2020","AQS","470090011","3","2","ug/m3 LC","8","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/15/2020","AQS","470090011","3","2.3","ug/m3 LC","10","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/16/2020","AQS","470090011","3","6.1","ug/m3 LC","25","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/17/2020","AQS","470090011","3","3.9","ug/m3 LC","16","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/18/2020","AQS","470090011","3","6.7","ug/m3 LC","28","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/19/2020","AQS","470090011","3","3.2","ug/m3 LC","13","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/20/2020","AQS","470090011","3","4.3","ug/m3 LC","18","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/21/2020","AQS","470090011","3","5","ug/m3 LC","21","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/22/2020","AQS","470090011","3","13","ug/m3 LC","53","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/23/2020","AQS","470090011","3","13.1","ug/m3 LC","53","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/24/2020","AQS","470090011","3","5.1","ug/m3 LC","21","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/25/2020","AQS","470090011","3","2.8","ug/m3 LC","12","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/26/2020","AQS","470090011","3","6.2","ug/m3 LC","26","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/27/2020","AQS","470090011","3","5.2","ug/m3 LC","22","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/28/2020","AQS","470090011","3","7.5","ug/m3 LC","31","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/29/2020","AQS","470090011","3","6.8","ug/m3 LC","28","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/30/2020","AQS","470090011","3","8.6","ug/m3 LC","36","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"01/31/2020","AQS","470090011","3","10.6","ug/m3 LC","44","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/01/2020","AQS","470090011","3","7","ug/m3 LC","29","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/02/2020","AQS","470090011","3","2.8","ug/m3 LC","12","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/03/2020","AQS","470090011","3","2.7","ug/m3 LC","11","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/04/2020","AQS","470090011","3","3.6","ug/m3 LC","15","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/06/2020","AQS","470090011","3","2.8","ug/m3 LC","12","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/07/2020","AQS","470090011","3","2.3","ug/m3 LC","10","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/08/2020","AQS","470090011","3","6.5","ug/m3 LC","27","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/09/2020","AQS","470090011","3","6.8","ug/m3 LC","28","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/10/2020","AQS","470090011","3","6.3","ug/m3 LC","26","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/11/2020","AQS","470090011","3","2.2","ug/m3 LC","9","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/12/2020","AQS","470090011","3","1.9","ug/m3 LC","8","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/13/2020","AQS","470090011","3","0.6","ug/m3 LC","3","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/14/2020","AQS","470090011","3","4.7","ug/m3 LC","20","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/15/2020","AQS","470090011","3","8.9","ug/m3 LC","37","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/16/2020","AQS","470090011","3","10.3","ug/m3 LC","43","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/17/2020","AQS","470090011","3","10.6","ug/m3 LC","44","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/18/2020","AQS","470090011","3","5.7","ug/m3 LC","24","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/19/2020","AQS","470090011","3","3.4","ug/m3 LC","14","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/20/2020","AQS","470090011","3","4.3","ug/m3 LC","18","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/21/2020","AQS","470090011","3","5","ug/m3 LC","21","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/22/2020","AQS","470090011","3","8.6","ug/m3 LC","36","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/23/2020","AQS","470090011","3","7","ug/m3 LC","29","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/24/2020","AQS","470090011","3","7.4","ug/m3 LC","31","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/25/2020","AQS","470090011","3","4.3","ug/m3 LC","18","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/26/2020","AQS","470090011","3","2.2","ug/m3 LC","9","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/27/2020","AQS","470090011","3","2.5","ug/m3 LC","10","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/28/2020","AQS","470090011","3","4","ug/m3 LC","17","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"02/29/2020","AQS","470090011","3","7.4","ug/m3 LC","31","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"03/01/2020","AQS","470090011","3","8.4","ug/m3 LC","35","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"03/02/2020","AQS","470090011","3","8","ug/m3 LC","33","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"03/03/2020","AQS","470090011","3","2.5","ug/m3 LC","10","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"03/04/2020","AQS","470090011","3","3.1","ug/m3 LC","13","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"03/05/2020","AQS","470090011","3","4.7","ug/m3 LC","20","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"03/06/2020","AQS","470090011","3","3.2","ug/m3 LC","13","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"03/07/2020","AQS","470090011","3","4","ug/m3 LC","17","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
"03/08/2020","AQS","470090011","3","5.2","ug/m3 LC","22","Maryville PM 2.5 monitors","1","100.0000","88101","PM2.5 - Local Conditions","28940","Knoxville, TN","47","Tennessee","009","Blount","35.768847","-83.942152"
