"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/03/2020","AQS","160010010","1","29.3","ppb","27","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/04/2020","AQS","160010010","1","28.6","ppb","26","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/05/2020","AQS","160010010","1","18.3","ppb","17","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/06/2020","AQS","160010010","1","20","ppb","19","Meridian - St. Luke's","20","83.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/07/2020","AQS","160010010","1","18.2","ppb","17","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/08/2020","AQS","160010010","1","29.8","ppb","27","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/09/2020","AQS","160010010","1","31.1","ppb","29","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/10/2020","AQS","160010010","1","31.2","ppb","29","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/11/2020","AQS","160010010","1","22.6","ppb","21","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/12/2020","AQS","160010010","1","38.2","ppb","36","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/13/2020","AQS","160010010","1","33.4","ppb","31","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/14/2020","AQS","160010010","1","9.5","ppb","8","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/15/2020","AQS","160010010","1","11.6","ppb","10","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/16/2020","AQS","160010010","1","19.8","ppb","18","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/17/2020","AQS","160010010","1","23.6","ppb","22","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/18/2020","AQS","160010010","1","20.6","ppb","19","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/19/2020","AQS","160010010","1","31.5","ppb","29","Meridian - St. Luke's","20","83.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/20/2020","AQS","160010010","1","28.4","ppb","26","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/21/2020","AQS","160010010","1","25","ppb","24","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/22/2020","AQS","160010010","1","28","ppb","26","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/23/2020","AQS","160010010","1","12","ppb","11","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/24/2020","AQS","160010010","1","12.8","ppb","11","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/25/2020","AQS","160010010","1","23.9","ppb","22","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/26/2020","AQS","160010010","1","38.8","ppb","36","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/27/2020","AQS","160010010","1","28.5","ppb","26","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/28/2020","AQS","160010010","1","26.5","ppb","25","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/29/2020","AQS","160010010","1","10.4","ppb","9","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/30/2020","AQS","160010010","1","7.1","ppb","7","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
"03/31/2020","AQS","160010010","1","18.7","ppb","17","Meridian - St. Luke's","24","100.0000","42602","Nitrogen dioxide (NO2)","14260","Boise City, ID","16","Idaho","001","Ada","43.600699","-116.347853"
