"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","010730023","1","28.2","ppb","26","North Birmingham","21","88.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/02/2020","AQS","010730023","1","16.3","ppb","15","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/03/2020","AQS","010730023","1","31.6","ppb","29","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/04/2020","AQS","010730023","1","7.5","ppb","7","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/05/2020","AQS","010730023","1","34","ppb","32","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/06/2020","AQS","010730023","1","30.1","ppb","28","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/07/2020","AQS","010730023","1","31.1","ppb","29","North Birmingham","21","88.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/08/2020","AQS","010730023","1","37.8","ppb","35","North Birmingham","21","88.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/09/2020","AQS","010730023","1","29.8","ppb","27","North Birmingham","19","79.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/10/2020","AQS","010730023","1","10","ppb","9","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/11/2020","AQS","010730023","1","9.4","ppb","8","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/12/2020","AQS","010730023","1","31.7","ppb","29","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/13/2020","AQS","010730023","1","20.8","ppb","19","North Birmingham","23","96.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/14/2020","AQS","010730023","1","32.1","ppb","30","North Birmingham","21","88.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/15/2020","AQS","010730023","1","21.7","ppb","20","North Birmingham","21","88.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/16/2020","AQS","010730023","1","11.5","ppb","10","North Birmingham","23","96.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/17/2020","AQS","010730023","1","10.6","ppb","9","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/18/2020","AQS","010730023","1","10","ppb","9","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/19/2020","AQS","010730023","1","3.6","ppb","3","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/20/2020","AQS","010730023","1","6.1","ppb","6","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/21/2020","AQS","010730023","1","13","ppb","12","North Birmingham","21","88.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/22/2020","AQS","010730023","1","42","ppb","40","North Birmingham","21","88.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/23/2020","AQS","010730023","1","18.1","ppb","17","North Birmingham","23","96.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/24/2020","AQS","010730023","1","14.4","ppb","13","North Birmingham","22","92.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"01/25/2020","AQS","010730023","1","22.5","ppb","21","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
