"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","090019003","1","5.6","ppb","5","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/02/2020","AQS","090019003","1","28.4","ppb","26","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/03/2020","AQS","090019003","1","32.4","ppb","30","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/04/2020","AQS","090019003","1","27.2","ppb","25","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/05/2020","AQS","090019003","1","6.3","ppb","6","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/06/2020","AQS","090019003","1","25.8","ppb","24","Sherwood Island Connector (see coordinates)","21","88.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/07/2020","AQS","090019003","1","32.2","ppb","30","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/08/2020","AQS","090019003","1","25.7","ppb","24","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/09/2020","AQS","090019003","1","13.8","ppb","12","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/10/2020","AQS","090019003","1","36.6","ppb","34","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/11/2020","AQS","090019003","1","23.4","ppb","22","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/12/2020","AQS","090019003","1","6.8","ppb","6","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/13/2020","AQS","090019003","1","19.2","ppb","18","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/14/2020","AQS","090019003","1","16.2","ppb","15","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/15/2020","AQS","090019003","1","29.5","ppb","27","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/16/2020","AQS","090019003","1","21.2","ppb","20","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/17/2020","AQS","090019003","1","12.1","ppb","11","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/18/2020","AQS","090019003","1","16.6","ppb","15","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/19/2020","AQS","090019003","1","20.5","ppb","19","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/20/2020","AQS","090019003","1","14.5","ppb","13","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/21/2020","AQS","090019003","1","38.2","ppb","36","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
"01/22/2020","AQS","090019003","1","44","ppb","42","Sherwood Island Connector (see coordinates)","23","96.0000","42602","Nitrogen dioxide (NO2)","14860","Bridgeport-Stamford-Norwalk, CT","09","Connecticut","001","Fairfield","41.1183330009348","-73.336667"
