"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/27/2020","AirNow","510030001","1","0.04","ppm","37","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/28/2020","AirNow","510030001","1","0.041","ppm","38","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"02/29/2020","AirNow","510030001","1","0.045","ppm","42","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/01/2020","AQS","510030001","1","0.045","ppm","42","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/02/2020","AQS","510030001","1","0.051","ppm","47","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/03/2020","AQS","510030001","1","0.045","ppm","42","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/04/2020","AQS","510030001","1","0.046","ppm","43","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/05/2020","AQS","510030001","1","0.042","ppm","39","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/06/2020","AQS","510030001","1","0.04","ppm","37","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/07/2020","AQS","510030001","1","0.042","ppm","39","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/08/2020","AQS","510030001","1","0.045","ppm","42","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/09/2020","AQS","510030001","1","0.05","ppm","46","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/10/2020","AQS","510030001","1","0.041","ppm","38","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/11/2020","AQS","510030001","1","0.039","ppm","36","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/12/2020","AQS","510030001","1","0.038","ppm","35","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/13/2020","AQS","510030001","1","0.046","ppm","43","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/14/2020","AQS","510030001","1","0.044","ppm","41","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/15/2020","AQS","510030001","1","0.038","ppm","35","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/16/2020","AQS","510030001","1","0.041","ppm","38","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/17/2020","AQS","510030001","1","0.036","ppm","33","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/18/2020","AQS","510030001","1","0.035","ppm","32","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/19/2020","AQS","510030001","1","0.035","ppm","32","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/20/2020","AQS","510030001","1","0.039","ppm","36","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/21/2020","AQS","510030001","1","0.031","ppm","29","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/22/2020","AQS","510030001","1","0.043","ppm","40","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/23/2020","AQS","510030001","1","0.036","ppm","33","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/24/2020","AQS","510030001","1","0.033","ppm","31","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/25/2020","AQS","510030001","1","0.039","ppm","36","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/26/2020","AQS","510030001","1","0.036","ppm","33","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/27/2020","AQS","510030001","1","0.044","ppm","41","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/28/2020","AQS","510030001","1","0.041","ppm","38","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/29/2020","AQS","510030001","1","0.053","ppm","49","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/30/2020","AQS","510030001","1","0.054","ppm","50","Albemarle High School","17","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"03/31/2020","AirNow","510030001","1","0.038","ppm","35","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/01/2020","AirNow","510030001","1","0.044","ppm","41","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/02/2020","AirNow","510030001","1","0.05","ppm","46","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/03/2020","AirNow","510030001","1","0.053","ppm","49","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/04/2020","AirNow","510030001","1","0.044","ppm","41","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/05/2020","AirNow","510030001","1","0.048","ppm","44","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/06/2020","AirNow","510030001","1","0.047","ppm","44","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/07/2020","AirNow","510030001","1","0.046","ppm","43","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/08/2020","AirNow","510030001","1","0.049","ppm","45","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/09/2020","AirNow","510030001","1","0.057","ppm","58","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/10/2020","AirNow","510030001","1","0.045","ppm","42","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/11/2020","AirNow","510030001","1","0.05","ppm","46","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/12/2020","AirNow","510030001","1","0.05","ppm","46","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/13/2020","AirNow","510030001","1","0.045","ppm","42","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/14/2020","AirNow","510030001","1","0.042","ppm","39","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/15/2020","AirNow","510030001","1","0.049","ppm","45","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/16/2020","AirNow","510030001","1","0.052","ppm","48","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/17/2020","AirNow","510030001","1","0.055","ppm","51","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/18/2020","AirNow","510030001","1","0.049","ppm","45","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/19/2020","AirNow","510030001","1","0.046","ppm","43","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/20/2020","AirNow","510030001","1","0.05","ppm","46","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/21/2020","AirNow","510030001","1","0.053","ppm","49","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/22/2020","AirNow","510030001","1","0.05","ppm","46","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/23/2020","AirNow","510030001","1","0.037","ppm","34","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/24/2020","AirNow","510030001","1","0.033","ppm","31","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/25/2020","AirNow","510030001","1","0.039","ppm","36","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/26/2020","AirNow","510030001","1","0.035","ppm","32","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/27/2020","AirNow","510030001","1","0.045","ppm","42","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/28/2020","AirNow","510030001","1","0.033","ppm","31","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/29/2020","AirNow","510030001","1","0.048","ppm","44","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"04/30/2020","AirNow","510030001","1","0.047","ppm","44","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"05/01/2020","AirNow","510030001","1","0.037","ppm","34","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"05/02/2020","AirNow","510030001","1","0.048","ppm","44","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"05/03/2020","AirNow","510030001","1","0.05","ppm","46","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"05/04/2020","AirNow","510030001","1","0.052","ppm","48","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
"05/05/2020","AirNow","510030001","1","0.031","ppm","29","Albemarle High School","24","100.0000","44201","Ozone","16820","Charlottesville, VA","51","Virginia","003","Albemarle","38.0765700009162","-78.50397"
