"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","550030010","1","0.033","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/02/2020","AQS","550030010","1","0.035","ppm","32","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/03/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/04/2020","AQS","550030010","1","0.034","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/05/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/06/2020","AQS","550030010","1","0.038","ppm","35","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/07/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/08/2020","AQS","550030010","1","0.035","ppm","32","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/09/2020","AQS","550030010","1","0.029","ppm","27","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/10/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/11/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/12/2020","AQS","550030010","1","0.039","ppm","36","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/13/2020","AQS","550030010","1","0.033","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/14/2020","AQS","550030010","1","0.027","ppm","25","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/15/2020","AQS","550030010","1","0.026","ppm","24","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/16/2020","AQS","550030010","1","0.029","ppm","27","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/17/2020","AQS","550030010","1","0.033","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/18/2020","AQS","550030010","1","0.032","ppm","30","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/19/2020","AQS","550030010","1","0.044","ppm","41","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/20/2020","AQS","550030010","1","0.037","ppm","34","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/21/2020","AQS","550030010","1","0.037","ppm","34","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/23/2020","AQS","550030010","1","0.031","ppm","29","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/24/2020","AQS","550030010","1","0.032","ppm","30","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/25/2020","AQS","550030010","1","0.033","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/26/2020","AQS","550030010","1","0.031","ppm","29","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/27/2020","AQS","550030010","1","0.032","ppm","30","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/28/2020","AQS","550030010","1","0.029","ppm","27","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/29/2020","AQS","550030010","1","0.032","ppm","30","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/30/2020","AQS","550030010","1","0.031","ppm","29","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"01/31/2020","AQS","550030010","1","0.033","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/01/2020","AQS","550030010","1","0.038","ppm","35","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/02/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/03/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/04/2020","AQS","550030010","1","0.033","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/05/2020","AQS","550030010","1","0.038","ppm","35","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/06/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/07/2020","AQS","550030010","1","0.035","ppm","32","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/08/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/09/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/10/2020","AQS","550030010","1","0.038","ppm","35","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/11/2020","AQS","550030010","1","0.038","ppm","35","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/12/2020","AQS","550030010","1","0.034","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/13/2020","AQS","550030010","1","0.031","ppm","29","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/14/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/15/2020","AQS","550030010","1","0.039","ppm","36","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/16/2020","AQS","550030010","1","0.035","ppm","32","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/17/2020","AQS","550030010","1","0.041","ppm","38","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/18/2020","AQS","550030010","1","0.038","ppm","35","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/19/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/20/2020","AQS","550030010","1","0.041","ppm","38","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/21/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/22/2020","AQS","550030010","1","0.048","ppm","44","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/23/2020","AQS","550030010","1","0.046","ppm","43","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/24/2020","AQS","550030010","1","0.041","ppm","38","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/25/2020","AQS","550030010","1","0.039","ppm","36","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/26/2020","AQS","550030010","1","0.037","ppm","34","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/27/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/28/2020","AQS","550030010","1","0.039","ppm","36","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"02/29/2020","AQS","550030010","1","0.045","ppm","42","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/01/2020","AQS","550030010","1","0.043","ppm","40","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/02/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/03/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/04/2020","AQS","550030010","1","0.042","ppm","39","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/05/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/06/2020","AQS","550030010","1","0.041","ppm","38","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/07/2020","AQS","550030010","1","0.048","ppm","44","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/08/2020","AQS","550030010","1","0.051","ppm","47","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/09/2020","AQS","550030010","1","0.03","ppm","28","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/10/2020","AQS","550030010","1","0.034","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/11/2020","AQS","550030010","1","0.042","ppm","39","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/12/2020","AQS","550030010","1","0.037","ppm","34","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/13/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/14/2020","AQS","550030010","1","0.035","ppm","32","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/15/2020","AQS","550030010","1","0.042","ppm","39","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/16/2020","AQS","550030010","1","0.037","ppm","34","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/17/2020","AQS","550030010","1","0.044","ppm","41","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/18/2020","AQS","550030010","1","0.038","ppm","35","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/19/2020","AQS","550030010","1","0.037","ppm","34","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/20/2020","AQS","550030010","1","0.038","ppm","35","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/21/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/22/2020","AQS","550030010","1","0.043","ppm","40","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/23/2020","AQS","550030010","1","0.035","ppm","32","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/24/2020","AQS","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/25/2020","AQS","550030010","1","0.033","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/26/2020","AQS","550030010","1","0.031","ppm","29","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/27/2020","AQS","550030010","1","0.031","ppm","29","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/28/2020","AQS","550030010","1","0.046","ppm","43","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/29/2020","AQS","550030010","1","0.045","ppm","42","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/30/2020","AQS","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","17","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"03/31/2020","AirNow","550030010","1","0.036","ppm","33","BAD RIVER TRIBAL SCHOOL - ODANAH","23","96.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/01/2020","AirNow","550030010","1","0.037","ppm","34","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/02/2020","AirNow","550030010","1","0.039","ppm","36","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/03/2020","AirNow","550030010","1","0.028","ppm","26","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/04/2020","AirNow","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/05/2020","AirNow","550030010","1","0.039","ppm","36","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/06/2020","AirNow","550030010","1","0.041","ppm","38","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/07/2020","AirNow","550030010","1","0.033","ppm","31","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/08/2020","AirNow","550030010","1","0.048","ppm","44","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/09/2020","AirNow","550030010","1","0.039","ppm","36","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/10/2020","AirNow","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/11/2020","AirNow","550030010","1","0.044","ppm","41","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/12/2020","AirNow","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/13/2020","AirNow","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/15/2020","AirNow","550030010","1","0.037","ppm","34","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/16/2020","AirNow","550030010","1","0.045","ppm","42","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/17/2020","AirNow","550030010","1","0.046","ppm","43","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/18/2020","AirNow","550030010","1","0.043","ppm","40","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/19/2020","AirNow","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/20/2020","AirNow","550030010","1","0.044","ppm","41","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/21/2020","AirNow","550030010","1","0.04","ppm","37","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
"04/22/2020","AirNow","550030010","1","0.041","ppm","38","BAD RIVER TRIBAL SCHOOL - ODANAH","24","100.0000","44201","Ozone","","","55","Wisconsin","003","Ashland","46.6022480009416","-90.656141"
