"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","150030010","3","16","ug/m3 SC","15","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/02/2020","AQS","150030010","3","8","ug/m3 SC","7","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/03/2020","AQS","150030010","3","9","ug/m3 SC","8","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/04/2020","AQS","150030010","3","9","ug/m3 SC","8","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/05/2020","AQS","150030010","3","14","ug/m3 SC","13","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/06/2020","AQS","150030010","3","15","ug/m3 SC","14","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/07/2020","AQS","150030010","3","16","ug/m3 SC","15","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/08/2020","AQS","150030010","3","16","ug/m3 SC","15","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/09/2020","AQS","150030010","3","18","ug/m3 SC","17","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/10/2020","AQS","150030010","3","15","ug/m3 SC","14","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/11/2020","AQS","150030010","3","9","ug/m3 SC","8","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/12/2020","AQS","150030010","3","9","ug/m3 SC","8","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/13/2020","AQS","150030010","3","18","ug/m3 SC","17","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/14/2020","AQS","150030010","3","20","ug/m3 SC","19","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
"01/15/2020","AQS","150030010","3","18","ug/m3 SC","17","Kapolei","1","100.0000","81102","PM10 Total 0-10um STP","46520","Urban Honolulu, HI","15","Hawaii","003","Honolulu","21.32374479","-158.0886127"
