"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2020","AQS","260670003","1","0.002","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"01/10/2020","AQS","260670003","1","0.002","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"01/16/2020","AQS","260670003","1","0.003","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"01/22/2020","AQS","260670003","1","0.002","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"01/28/2020","AQS","260670003","1","0.005","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"02/03/2020","AQS","260670003","1","0.008","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"02/09/2020","AQS","260670003","1","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"02/15/2020","AQS","260670003","1","0.002","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"02/21/2020","AQS","260670003","1","0.028","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"02/27/2020","AQS","260670003","1","0.008","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"03/04/2020","AQS","260670003","1","0.002","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"03/10/2020","AQS","260670003","1","0.003","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"03/16/2020","AQS","260670003","1","0.002","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"03/22/2020","AQS","260670003","1","0.002","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"03/28/2020","AQS","260670003","1","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","26960","Ionia, MI","26","Michigan","067","Ionia","43.0999430009413","-85.222266"
"01/04/2020","AQS","261470031","1","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/10/2020","AQS","261470031","1","0.031","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/16/2020","AQS","261470031","1","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/22/2020","AQS","261470031","1","0.078","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/28/2020","AQS","261470031","1","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"02/03/2020","AQS","261470031","1","0.002","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"02/09/2020","AQS","261470031","1","0.053","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"02/15/2020","AQS","261470031","1","0.034","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"02/21/2020","AQS","261470031","1","0.011","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"02/27/2020","AQS","261470031","1","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"03/04/2020","AQS","261470031","1","0.008","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"03/10/2020","AQS","261470031","1","0.031","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"03/16/2020","AQS","261470031","1","0.027","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"03/22/2020","AQS","261470031","1","0.003","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"03/28/2020","AQS","261470031","1","0.004","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/04/2020","AQS","261470031","2","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/16/2020","AQS","261470031","2","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
"01/28/2020","AQS","261470031","2","0.001","ug/m3 LC",".","","1","100.0000","14129","Lead (TSP) LC","19820","Detroit-Warren-Dearborn, MI","26","Michigan","147","St. Clair","42.9820930888109","-82.4500804969269"
