"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2020","AQS","211510005","1","0.002","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"01/10/2020","AQS","211510005","1","0.029","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"01/16/2020","AQS","211510005","1","0.009","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"01/22/2020","AQS","211510005","1","0.006","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"01/28/2020","AQS","211510005","1","0.004","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"02/03/2020","AQS","211510005","1","0.041","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"02/09/2020","AQS","211510005","1","0.014","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"02/15/2020","AQS","211510005","1","0.008","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"02/21/2020","AQS","211510005","1","0.003","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"02/27/2020","AQS","211510005","1","0.005","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"03/04/2020","AQS","211510005","1","0.029","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"03/10/2020","AQS","211510005","1","0.021","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"03/16/2020","AQS","211510005","1","0.005","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"03/22/2020","AQS","211510005","1","0.003","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"03/28/2020","AQS","211510005","1","0.016","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"01/04/2020","AQS","211510005","2","0.002","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"01/16/2020","AQS","211510005","2","0.012","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"01/28/2020","AQS","211510005","2","0.004","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"02/09/2020","AQS","211510005","2","0.013","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"02/21/2020","AQS","211510005","2","0.003","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"03/04/2020","AQS","211510005","2","0.028","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"03/16/2020","AQS","211510005","2","0.004","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
"03/28/2020","AQS","211510005","2","0.015","ug/m3 LC",".","EASTERN KENTUCKY UNIVERSITY (EKU)","1","100.0000","14129","Lead (TSP) LC","40080","Richmond-Berea, KY","21","Kentucky","151","Madison","37.736349","-84.291774"
