"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/10/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"01/16/2020","AQS","040071002","1","0.006","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"02/05/2020","AQS","040071002","1","0.01","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"02/09/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"02/12/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"02/15/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"02/19/2020","AQS","040071002","1","0.007","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"02/21/2020","AQS","040071002","1","0.002","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"02/25/2020","AQS","040071002","1","0.001","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"02/27/2020","AQS","040071002","1","0.001","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"03/04/2020","AQS","040071002","1","0.008","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"03/10/2020","AQS","040071002","1","0.002","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"03/16/2020","AQS","040071002","1","0.004","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"03/22/2020","AQS","040071002","1","0.002","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"03/28/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"04/08/2020","AQS","040071002","1","0.017","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"04/11/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"04/15/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"04/21/2020","AQS","040071002","1","0.012","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"04/27/2020","AQS","040071002","1","0.007","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"05/03/2020","AQS","040071002","1","0.004","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"05/09/2020","AQS","040071002","1","0.004","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"05/15/2020","AQS","040071002","1","0.004","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"05/21/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"05/27/2020","AQS","040071002","1","0.006","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"06/02/2020","AQS","040071002","1","0.004","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"06/08/2020","AQS","040071002","1","0.007","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"06/14/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"06/20/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"06/26/2020","AQS","040071002","1","0.003","ug/m3 LC",".","Globe Highway","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.002516667","-110.765466667"
"01/04/2020","AQS","040071003","1","0.004","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"01/10/2020","AQS","040071003","1","0.003","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"01/16/2020","AQS","040071003","1","0.014","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"01/22/2020","AQS","040071003","1","0.002","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"01/28/2020","AQS","040071003","1","0.01","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"02/03/2020","AQS","040071003","1","0.02","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"02/09/2020","AQS","040071003","1","0.007","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"02/15/2020","AQS","040071003","1","0.007","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"02/21/2020","AQS","040071003","1","0.292","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"02/27/2020","AQS","040071003","1","0.003","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"03/04/2020","AQS","040071003","1","0.007","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"05/05/2020","AQS","040071003","1","0.008","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"05/09/2020","AQS","040071003","1","0.006","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"05/15/2020","AQS","040071003","1","0.006","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"05/21/2020","AQS","040071003","1","0.006","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
"05/27/2020","AQS","040071003","1","0.011","ug/m3 LC",".","Hillcrest AMS","1","100.0000","14129","Lead (TSP) LC","37740","Payson, AZ","04","Arizona","007","Gila","33.0035","-110.7822"
